id,name,breed,sex,age,status,loc
46387586,Diesel,"Terrier, American Pit Bull/Mix",Male/Neutered,3 years 11 months,adoption,Adoption
49060419,Charlie Hustle,"Terrier, American Pit Bull/Mix",Male/Neutered,8 years 1 month,adoption,Adoption
45503526,Goliath,"Terrier, American Pit Bull/Mix",Male/Neutered,5 years 3 months,adoption,Adoption
49153063,Tank,"Terrier, American Pit Bull/Mix",Male/Neutered,6 years,adoption,Foster Home
49184147,Monstera,Bulldog/Mix,Male,2 years,adoption,Clinic
49246976,Novie,"Retriever, Labrador/Mix",Male, 9 months,adoption,Adoption
49233604,Teriyaki,"Terrier, Pit Bull/Mix",Female,2 years,adoption,New Arrivals
48429099,Moe,"Terrier, American Pit Bull/Mix",Male/Neutered,8 years 1 month,adoption,Foster Home
46321834,Henry,"Retriever, Labrador/Terrier, American Pit Bull",Male/Neutered,3 years,adoption,Adoption
49185457,Sam I Am,Shepherd/Rottweiler,Male/Neutered,1 year,adoption,Adoption
49016561,David And,"Terrier, American Pit Bull/Mix",Male,4 years 1 month,adoption,Foster Home
49237489,Snorfles,"Terrier, American Pit Bull/Mix",Male,5 years,adoption,Foster Home
48803857,Bermuda,"Terrier, Pit Bull/Mix",Female,1 year 2 months,adoption,Foster Home
45915268,Oliver,"Retriever, Labrador/Terrier",Male/Neutered,2 years,adoption,Foster Home
49037491,Kleo,"Terrier, American Pit Bull/Mix",Female/Spayed,8 years 1 month,adoption,Foster Home
47589129,Miss Wiggles,Hound/Bulldog,Female/Spayed,1 year 8 months,adoption,Adoption
48464301,Frogger,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 4 months,adoption,Foster Home
48789599,Nokia,Terrier/Mix,Male/Neutered,8 years 2 months,adoption,Foster Home
48670787,Summit,"Terrier, Pit Bull/Mix",Female/Spayed,5 years 3 months,adoption,Foster Home
48674929,King Ding,"Terrier, Pit Bull/Mix",Male,5 years 3 months,adoption,Adoption
48966418,Magenta,"Terrier, American Pit Bull/Mix",Female,3 years 1 month,adoption,Foster Home
47947345,Honey,"Terrier, American Pit Bull/Mix",Female/Spayed,2 years 6 months,adoption,Adoption
49257678,Farley,Cane Corso/Mix,Female,6 years 6 months,adoption,Foster Home
48601647,Daisy,"Terrier, Pit Bull/Mix",Female,1 year 3 months,adoption,Foster Home
49106133,Fraggle,Boxer/Mix,Male,4 years 1 month,adoption,Foster Home
49254306,Mrs. Claus,"Terrier, Pit Bull/Mix",Female,3 years,adoption,New Arrivals
49169647,Henrietta,"Terrier, Pit Bull/Mix",Female,3 years,adoption,Foster Home
48579801,Rome,Boxer/Mix,Male/Neutered,1 year 9 months,adoption,Adoption
48933554,Kendle,"Terrier, American Pit Bull/Mix",Male/Neutered,3 years 1 month,adoption,Adoption
48643516,Lala,"Terrier, American Pit Bull/Mix",Male/Neutered,3 years 3 months,adoption,Adoption
48585189,Maple Leaf,"Terrier, American Pit Bull/Mix",Male,2 years 3 months,adoption,Adoption
46973935,Biggie,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years 9 months,adoption,Clinic
48153493,Mel,"Terrier, American Pit Bull/Mix",Female/Spayed,2 years 5 months,adoption,Adoption
48591968,Atilla,"Terrier, American Pit Bull/Mix",Male,1 year 3 months,adoption,Adoption
48887513,Reaper,"Terrier, Pit Bull/Mix",Male/Neutered,2 years 2 months,adoption,Adoption
49082103,Whitney,"Terrier, American Staffordshire/Mix",Female,8 years,adoption,Foster Home
48704921,Moco,"Terrier, American Pit Bull/Siberian Husky",Male/Neutered,10 years 3 months,adoption,Adoption
48988927,Ramona,"Terrier, Pit Bull/Mix",Female/Spayed,3 years 1 month,adoption,Foster Home
49213700,Rutledge,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",Male,1 year 6 months,adoption,Foster Home
48351060,Princess Seltzer,Hound/Terrier,Female/Spayed,8 years 4 months,adoption,Foster Home
49059552,Laverne,"Terrier, American Pit Bull/Mix",Female,2 years 1 month,adoption,Foster Home
49153086,Robin,"Terrier, American Pit Bull/Mix",Female,4 years,adoption,Foster Home
48739696,Cliff,"Terrier, American Pit Bull/Mix",Male,1 year 2 months,adoption,Foster Home
49157527,Shirley,Terrier/Mix,Female,6 years,adoption,Foster Home
49200799,Jumpy Jordan,"Terrier, American Pit Bull/Mix",Male/Neutered,2 years,adoption,Adoption
49279864,King George,"Terrier, Pit Bull/Mix",Male,2 years,lost&found,
49279843,Phoebe,"Terrier, Pit Bull/Mix",Female,2 years,lost&found,
49272461,Crinkles,"Terrier, American Pit Bull/Mix",Male, 1 month,lost&found,
49277544,Texas Ranger,Belgian Malinois/Mix,Male,1 year,lost&found,
49281859,Ellie,"Terrier, American Pit Bull/Mix",Female,7 years,lost&found,
49275967,Joey,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",Male,1 year,lost&found,
49281317,Gum Drop,"Terrier, American Pit Bull/Mix",Female,1 year,lost&found,
49273569,Chocolate Bark,"Terrier, Pit Bull/Mix",Female,2 years,lost&found,
49280186,Tap,"Terrier, American Pit Bull/Mix",Male,3 years,lost&found,
49280213,Sandra,"Dachshund, Miniature Wire Haired/Mix",Female,4 years,lost&found,
49262300,Ooh LaLa,German Shepherd/Mix,Female,1 year 6 months,lost&found,
49265913,Gala,"Chihuahua, Short Coat/Mix",Female,6 years,lost&found,
49281758,Kyle,Retriever/Mix,Male,1 year,lost&found,
49244710,Hennessy,"Terrier, American Pit Bull/Mix",Female,2 years,lost&found,
49271109,Watson,"Terrier, American Pit Bull/Mix",Male,7 years,lost&found,
49262497,Kemper,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",Male,2 years,lost&found,
47736744,Lexi,"Terrier, American Pit Bull/Mix",Female / Spayed, 10 months,lost&found,
49281099,River,Shih Tzu/Mix,Female,1 year,lost&found,
49272458,Jelly,"Terrier, Rat/Mix",Female, 5 months,lost&found,
49262933,Boomer,"Terrier, American Pit Bull/Mix",Male,3 years,lost&found,
49278797,Flurry,Terrier/Mix,Male / Neutered,7 years,lost&found,
49279496,Trina,"Terrier, Pit Bull/Mix",Female,3 years,lost&found,
49275990,Rose,"Terrier, Yorkshire/Mix",Female,6 years,lost&found,
49266404,BoiBoi,"Terrier, American Pit Bull/Mix",Male,1 year,lost&found,
49262535,Rocky,"Chihuahua, Long Coat/Mix",Male,1 year,lost&found,
